C++ Loop Execution time (ns),Java Loop Execution time (ns)
26635,36914
26728,37960
26638,35775
26606,40753
26607,37412
26637,41187
26719,82672
26663,68708
26793,36492
29413,37010
26728,38085
26619,38160
26783,37682
26804,36487
26766,96251
26578,36260
26849,38477
26702,37522
26814,36985
26718,36497
26578,93144
26741,35402
26676,47418
26809,38369
26562,37224
26657,37942
26725,37506
26796,116786
26804,36320
26701,37272
26751,40859
26613,36351
26559,36189
26632,89712
26637,36689
26724,38236
46042,39766
61888,35018
42767,37695
26828,35349
26817,40441
26736,37140
26831,36477
26621,38111
31519,36906
69989,34445
61759,40308
26715,34512
34460,37681
49398,36259
37249,64081
34775,55481
35236,37478
35499,39696
34064,35366
63570,36016
27513,58322
59193,36435
40734,37046
80935,39857
40486,35928
26705,37010
26868,86265
26682,38217
26719,38406
26656,36294
26772,39034
26814,35553
26730,36850
26704,84575
67401,36868
26826,36908
26754,42768
26773,36572
26678,42133
26756,82567
26625,39605
26865,37716
26734,37122
26678,37394
26732,36566
26658,35957
26712,79839
26809,38317
26687,35576
26705,40494
26835,37971
26726,36263
26851,112388
26660,36950
26775,38615
26657,37246
26702,38057
26758,35654
26647,39970
26719,39003
26783,37627
26791,35167
26709,38258
26756,35845
26763,37204
26745,36266
26808,37562
26747,36936
26741,37189
26694,36251
31433,36772
53197,37909
42639,35347
26691,36508
26658,36060
26721,37495
26686,36814
26841,35706
26675,43396
26768,36663
26630,38382
26815,37067
26716,36882
26702,35522
26754,38813
26731,38588
26770,37522
26756,35179
26663,38304
26731,34713
26698,44040
26766,38320
26712,35658
26762,37570
26680,37110
26708,35855
26755,36488
26733,38385
26757,35989
26610,38622
26709,38035
26708,36220
26635,35174
26682,38101
26676,38132
31275,34358
51081,38405
42843,37161
26634,36741
26676,35867
26831,38251
26675,34705
26783,40517
26776,38228
26652,37123
26828,34442
26721,41396
26815,36882
26658,37244
26723,38424
26810,36944
26753,35813
26612,35139
26783,38471
26684,35327
26749,36228
26830,38308
26735,36111
26621,35669
26773,38880
26730,35404
26638,35817
26691,37797
26683,37226
26709,36492
26820,34590
26685,44909
26835,34809
26776,36325
26722,41634
26777,37063
32468,34873
66725,43893
26677,36481
26667,35563
26610,36323
26675,38723
26744,36366
26648,35575
26662,39182
26684,35327
26678,36162
26769,38166
26686,35830
26762,35083
26815,38255
26678,38039
26700,34299
26842,39273
26789,36281
26631,37037
26705,35894
26772,40224
26787,34273
26745,37533
26710,37171
26761,41784
26702,34585
26747,39898
26670,35955
26825,36732
26773,37682
26764,37032
26690,35700
26712,37610
26836,39060
31652,36132
26705,35838
67049,37303
26800,37685
26739,35455
26749,37629
26759,36114
26690,36130
26738,38829
26673,36222
26775,37447
26735,36110
26703,36928
26734,35738
26733,36613
26710,37578
26671,37588
26729,38619
26825,43571
26812,40198
26649,35494
26667,37564
26750,35812
26683,37243
26663,37883
26822,36016
26923,36247
26754,36492
26728,37893
26652,37981
26744,35394
26712,37686
26750,38391
26752,35192
26667,38910
26671,35380
31414,37772
51005,36341
42551,36926
26702,38542
26676,39748
26640,34829
26711,37894
26660,34440
26620,43363
26638,34744
26768,37859
26741,37548
26648,35278
26720,37041
26688,36601
26718,35721
26785,36099
26685,37212
26723,35552
26668,36125
26649,36737
26667,37812
26632,36409
26720,37658
26666,41678
26780,35340
26726,37645
26739,37023
26608,37227
26657,35282
26775,40400
26625,34967
26757,36972
26754,36211
26711,42702
26802,39705
31151,37495
67228,37299
26738,35526
26681,37603
26796,37697
26817,35987
26566,35742
26657,39224
26667,35491
26672,37885
26712,38421
26623,35897
26733,37429
26666,35372
26725,38574
26643,34887
26743,36896
26819,38101
26694,37399
26796,34278
26737,39779
26772,35652
26665,37177
26745,37212
26774,36821
26693,35330
26677,39820
26737,38713
26755,35656
26758,38046
26703,39285
26801,36402
26790,35756
26738,38998
26710,36233
31530,36155
26797,37767
73762,36996
26730,36191
26688,38700
26744,38191
26723,34848
26699,36673
26719,38702
26666,36753
26740,34497
26818,40200
26830,34732
26677,37038
26768,36310
26778,47813
26704,36334
26794,41029
26727,36588
26709,36362
26765,36458
26732,38354
26711,36572
26602,35462
26747,37933
26658,36228
26589,36542
26725,36984
26806,37484
26707,37110
26794,36214
26806,38090
26685,35218
26794,38459
26678,34966
31978,38068
26766,35923
53933,39214
44826,35899
26660,36696
26661,36640
26742,38218
26703,35073
26712,38596
26741,41287
26657,35109
26683,38890
26655,35198
26572,37175
26821,35868
26743,37583
26732,36136
26792,36253
26700,37920
26770,37842
26660,35313
26746,39097
26803,37559
26720,35697
26610,38368
26676,37034
26754,40013
26698,37850
26706,36318
26811,36307
26783,38120
26718,37159
26693,43595
26732,38388
26759,54469
26764,41272
29479,38254
26718,101967
26758,37459
26776,43080
26783,37609
26671,37091
26587,36617
26777,37820
26700,74022
26669,36181
26717,39460
26782,36657
26665,37084
26818,37124
26656,87026
26741,34824
26668,38679
26638,37068
26795,37002
26645,36115
26598,93626
26765,35233
26650,37831
26870,36354
26729,38946
26730,35664
26790,36281
26653,37408
26717,35438
26825,35600
26748,38609
26619,35619
26739,35011
26730,38580
26705,35445
26694,35608
26766,39902
29440,37885
26640,37696
28401,34818
26816,41157
26690,37080
26626,36890
26642,56583
26732,37990
26667,35302
26723,41446
26693,39259
26738,5094658
26660,12034
26697,21105
26658,10589
26608,11351
26661,11215
26685,11461
26703,11381
26747,11930
26809,10868
26629,11580
26674,11459
26697,11850
26822,12292
26764,12842
26793,11050
26674,11572
26714,11707
26779,11609
26664,11273
26662,12422
26683,12536
26710,12738
26767,12120
26860,12882
26677,12680
31821,12289
26715,11593
26761,11828
26649,11668
26789,12219
26675,11712
26685,13164
26745,11641
26765,12487
26820,12269
26702,12466
26701,11987
26773,12239
26776,12478
26738,12504
26712,11920
26735,13610
26874,12030
26715,12184
26665,12608
26720,12044
26664,13128
26710,12076
26781,12708
26697,13000
26688,12091
26797,10645
26790,9542
26641,9579
26739,9375
26733,9546
26673,9427
26847,9590
26695,9389
26718,9547
26779,9435
26873,9817
31445,9478
26612,9541
26664,9441
26670,9534
26639,9388
26666,15742
26660,9521
26747,9636
26744,9575
26707,9844
26591,9673
26729,9960
26724,9693
26667,10039
26691,21111
26582,32007
26703,9645
26715,25732
26796,9425
26750,9560
26699,9479
26712,9568
26689,9424
26675,9568
26692,9550
26764,9519
26713,9474
26672,9640
26725,9451
26681,9567
26792,9492
26821,9606
26746,9431
26728,9836
26687,9615
26718,9728
26680,9574
26701,9798
31302,9751
26791,9954
72736,9894
26801,10910
26764,9476
26643,9602
26727,9478
26851,9632
26781,9455
26779,9638
26838,9418
26770,9625
26711,9440
26761,9557
26688,9421
26652,9530
26724,9472
26804,9590
26653,9414
26753,9586
26757,9556
26761,9653
26757,9528
26726,9761
26719,9812
26726,23752
26663,9690
26865,9996
26674,9824
26808,9785
26625,9412
26679,9622
26677,9485
26749,9584
26703,9958
31387,9617
26857,9476
26743,9608
26761,9422
26718,9572
26630,9454
26769,9752
26728,9455
26705,9567
26748,9484
26671,9630
26788,9533
26641,10156
26735,9742
26631,10128
26589,9705
26681,9999
26795,9879
26714,9994
26717,10240
26790,31353
26779,9502
26639,9585
26622,9417
26794,9598
26653,9440
26698,9615
26653,9476
26608,9579
26653,9750
26747,9575
26627,9431
26759,9549
26663,9529
26666,9612
26794,17656
26730,31450
31894,12507
26731,25817
26588,9588
26752,9735
26784,9628
26833,9820
26761,9687
26712,9924
26682,9791
26638,10174
26617,9497
26718,9618
26614,9479
26694,9849
26680,9466
26682,9557
26716,9520
26738,9610
26684,9442
26757,9573
26704,9449
26740,9638
26700,9395
26771,9566
26813,9497
26734,9572
26725,9413
26710,9662
26752,9576
26597,9788
26688,9609
26787,9877
26658,9684
26684,9922
26626,9749
26731,12856
26704,9730
31317,9789
26778,9477
26764,9535
26702,9489
26678,9611
26655,9425
26815,9560
26694,9516
26708,9647
26764,9398
26770,9561
26672,9474
26656,9600
26620,9527
26675,9567
26659,9540
26675,9645
26735,9795
26612,9818
26656,9853
26764,9934
26651,9727
26769,10107
26670,9806
26666,9982
26632,9483
26748,9983
26699,9532
26766,9573
26799,9404
26717,9579
26711,9637
26584,9929
26802,9657
26787,9576
26743,9500
26669,9604
31316,9808
27371,9586
26895,9781
26779,9622
26791,9432
26746,9619
29457,10212
26755,9778
26767,9690
26726,9823
26788,10417
26713,10592
26713,9930
26724,28660
26650,9745
26862,22627
26699,9536
26745,9648
26725,9609
26698,18189
26673,32302
26688,26212
26620,9507
26734,10398
26649,9482
26665,9577
26637,9563
26675,10448
26692,9450
26737,9546
26692,9527
26715,9883
26625,9528
26945,9747
26735,10044
26805,9895
26722,9632
29682,9934
26734,9779
26699,10430
26711,9417
26672,9769
26647,9471
26623,9852
26661,9500
26682,9582
26672,9424
26680,9578
26797,9392
26688,9559
26631,9580
26770,9593
26753,9711
26699,9624
26700,9495
26652,9568
26645,9424
26673,9651
26722,9562
26721,9717
26710,9636
26797,10221
26679,10118
26708,9909
26735,9953
26693,11853
26724,9464
26695,9673
26657,9452
26727,9597
26768,9467
26752,9567
26772,9441
26684,9626
26751,9516
29234,9533
26623,9763
26813,9635
26743,9513
26728,9584
26709,9510
26603,9573
26699,9550
26715,9754
26711,9678
26791,9724
26790,9643
26576,9845
26818,21685
26579,9979
26743,10065
26754,10189
26727,9580
26719,9643
26680,9513
26643,9780
26719,9460
26813,9837
26798,10128
26761,10342
26670,9518
26656,10040
26734,10110
26755,9681
26658,9680
26618,9665
26695,10476
26808,10417
26612,10086
26651,10518
26612,9744
26614,10164
29200,9777
26759,10158
26656,10637
26672,44844
26705,11981
26747,41586
26714,9543
26687,9585
26710,9575
26635,9595
26702,9822
26774,9565
26810,9835
26763,9542
26732,9477
26719,9606
26692,9524
26740,9578
26628,9504
26660,9812
26686,9546
26693,10283
26704,9569
26656,9688
26634,9565
26769,9737
26719,10214
26735,9995
26740,9639
26729,10407
26679,9828
26683,10468
26696,9643
26640,9639
26697,9505
26671,9576
26692,9370
29037,9987
26683,9481
26725,9801
26742,9460
26802,9921
26866,9681
26668,9571
26756,9461
26603,9612
26787,21984
26673,9911
26736,9650
26708,9884
26696,9534
26623,9717
26718,10147
26708,9809
26670,10389
26694,9864
26654,9781
26682,12555
26672,9742
26774,9595
26663,9457
26749,9620
26685,9632
26717,9586
26812,9410
26692,9553
26646,9856
26793,9586
26714,9463
26782,9792
26738,9530
26777,9726
26725,9501
26729,9840
29261,9526
26595,9694
26775,9678
26730,9862
26710,9593
26703,9899
26694,9773
26712,10131
26685,10090
26659,10599
26718,9481
26733,9764
26663,9538
26709,9604
26682,9667
26683,9572
26747,10364
26729,9736
26837,9644
26714,10047
26667,9527
26747,9582
26747,9683
26583,19606
26646,33028
26740,14770
26763,26976
26786,9665
26839,9690
26769,9999
26657,9922
26768,10578
26677,9818
26785,10230
26718,10134
26742,27907
26685,9531
29059,10441
26731,9736
26715,9620
26638,9694
26646,25477
26808,9445
26656,9562
26724,9681
26714,10995
26670,9597
26827,9580
26718,9552
26774,9684
26611,9531
26639,9538
26806,9647
26585,9794
26672,9705
26733,10019
26681,9696
26753,10308
26701,9675
26702,10372
26851,10036
26714,10247
26757,9421
26683,9580
26741,9505
26751,9614
26713,9599
26690,10039
26706,9636
26736,9538
26721,9462
26676,9943
26777,9507
26779,9838
26786,9659
29268,9759
26608,9688
26814,10109
26730,9581
26926,9639
26709,9537
26607,10002
26661,9770
26707,9817
26750,9682
26745,10166
26714,9839
26728,847005
26661,10921
26721,11317
26633,12046
26659,11476
26807,12354
26694,11467
26804,11773
26620,11378
26673,11082
26696,11797
26768,11811
26683,10019
26691,11941
26652,11715
26673,11581
26724,11913
26701,11699
26670,12117
26680,11582
26823,22066
26727,14434
26620,12657
26744,9900
26688,12792
29126,11819
26815,11860
26833,11772
26627,11689
26752,11739
26793,12835
26785,12410
26629,12130
26786,12104
26808,9771
26685,12570
26727,11889
26814,21371
26786,15504
26646,15937
26664,13880
26711,14654
26700,16648
26750,15457
26766,16895
26711,14219
26658,16735
26843,16082
26765,15468
26703,18376
26752,17368
26718,30121
26712,31853
26718,16636
26684,17951
26718,17265
26786,12252
26669,18116
26648,14515
26756,11822
26730,12167
26730,11807
29672,12060
26789,11803
26707,12194
26639,11490
26811,12023
26751,10264
26758,11912
26782,12173
26665,13125
26689,12638
26648,12709
26831,29902
26763,12607
26749,12493
26690,12501
26786,12455
26753,10401
26779,12212
26653,11993
26663,11875
26704,12336
26690,12826
26721,12627
26648,11803
26723,12788
26692,12484
26695,12716
26708,9730
26633,12686
26853,12504
26725,12276
26676,12098
26632,12688
26752,12008
26665,12595
26634,12492
26708,12885
29264,12913
26638,10016
26686,12154
26645,12920
26550,12070
26704,11305
26814,9503
26667,9758
26669,9354
26643,9557
26744,16757
26675,9606
26715,9391
26682,9499
26649,9863
26694,9570
26746,9378
26741,9710
26796,9464
26753,9513
26739,9374
26738,9540
26676,9455
26744,9612
26650,9419
26722,9900
26772,9570
26703,9811
26712,9562
26810,9983
26736,9796
26742,9874
26736,9383
26698,9831
26823,9748
26674,9560
26636,9347
26721,9979
29118,9422
26635,9547
26629,9358
26695,9500
26747,9916
26693,25689
26707,9401
26778,9527
26752,9441
26769,9691
26723,9466
26728,9652
26721,9575
26694,9696
26665,9581
26820,9832
26754,9671
26696,9871
26694,9780
26788,9981
26760,9456
26810,9586
26701,9382
26600,9553
26792,9396
26739,9907
26819,9639
26721,9508
26653,9415
26691,9587
26794,9367
26726,9520
26758,9526
26755,9673
26704,9805
26750,9657
26782,9699
29326,9671
26783,9686
26708,9901
26630,9612
26725,10384
26853,9733
26764,10240
26698,9764
26686,10032
26658,9631
26755,9548
26672,9444
26746,9519
26772,10074
26741,9825
26735,9400
26670,9995
26693,9400
26778,9701
26718,9414
26634,10340
26623,9704
26807,10055
26681,10501
26760,10005
26816,9888
26769,9990
26717,10124
26664,10526
26770,10135
26836,10922
26640,9806
26788,11043
26747,10380
26595,12074
26741,21102
26671,9731
29232,9351
26682,9783
26734,9440
26750,9569
26653,9357
26733,9710
26675,9436
26802,22413
26689,9403
26772,9633
26716,9460
26806,9568
26864,9541
26701,9561
26637,9446
26772,9595
26678,9492
26674,9847
26663,9919
26637,9963
26876,9636
26587,9948
26744,9700
26675,9825
26665,9402
26819,9528
26731,9628
26711,9534
26714,9339
26666,9510
26731,9482
26789,9518
26721,9356
26714,9530
26687,9654
26760,9673
26746,9370
29229,9577
26784,9429
26654,9667
26756,9546
26823,9609
26750,9486
26765,9967
26655,9489
26699,9785
26706,9655
26688,10449
26788,9683
26727,9875
26785,9518
26764,9536
26624,9455
26660,9785
26762,9582
26668,9795
26680,9455
26752,9573
26722,9396
26671,11423
26707,10753
26732,10836
26728,11260
26687,11310
26747,9671
26752,9549
26739,9486
26671,9741
26690,9511
26732,9767
26744,9514
26711,9939
26771,9818
26706,10151
29101,9713
26729,10006
26683,9475
26759,9724
26731,9636
26701,9733
26738,9558
26755,9620
26733,9586
26783,9555
26723,29827
26780,9613
26753,9446
26680,9773
26625,9945
26755,9993
26642,9800
26710,9555
26702,9726
26745,10373
26787,11104
26719,9980
26737,28312
26731,38794
26760,13428
26783,11558
26691,25807
26824,13601
26723,9917
26726,9527
26682,9409
26733,9636
26660,9492
26693,9676
26752,9616
26699,9516
26778,9422
26755,9997
29205,9385
26721,9899
26807,9420
26745,9548
26747,9519
26823,9612
26721,9563
26778,9722
26762,14345
26713,10116
26668,9610
26690,9899
26745,9662
26662,9973
26841,9842
26714,10430
26657,9510
26812,9584
26772,9409
26827,9554
26661,9471
26716,9592
26782,9419
26810,9550
26670,9436
26718,9551
26572,9416
26661,9534
26692,9489
26691,9931
26717,9449
26789,9676
26721,9799
26747,10084
26690,9611
26884,10671
26701,9636
29191,9821
26792,10002
26775,9888
26769,10054
26647,23750
26711,9633
26850,9628
26695,9527
26689,9533
26661,9538
26716,10816
26616,9669
26768,9558
26692,9380
26699,9563
26773,9388
26732,10360
26669,9446
26739,9530
26747,9607
26730,10862
26731,10349
26656,9844
26703,9567
26713,9809
26804,9626
26713,9748
26746,10486
26735,9855
26662,9900
26714,10433
26733,9953
26847,9815
26601,9750
26776,9785
26746,10031
26678,9977
29206,11096
26757,10071
26689,20668
26770,32348
26806,26826
26680,9557
26652,9342
26696,9753
26764,9667
26549,9502
26768,9455
26673,9796
26671,9459
26733,9611
26640,10012
26747,9833
26775,9582
26799,9919
26623,9718
26784,12395
26669,9430
26656,9493
26616,9357
26715,9525
26756,9396
26811,10392
26748,9409
26785,9502
26740,9395
26730,9510
26706,9448
26706,9568
26695,9401
26749,9577
26658,9433
26636,9509
26720,9459
29241,9687
26711,9659
26660,26906
26630,9556
26729,9812
26711,9725
26710,9912
26724,9839
26787,9870
26757,9455
26777,9562
26684,9391
26658,9606
26754,11033
26702,9593
26810,9410
26701,9509
26715,9506
26660,9585
26724,9793
26756,9490
26627,9383
26677,9830
26763,9704
26644,9625
26659,9548
26791,9740
26720,9533
26749,9690
26732,9838
26773,9802
26722,9736
26735,10182
26777,10288
26747,10061
26725,9576
26756,9625
29198,9394
26764,9626
26702,9785
26733,9976
26658,9593
26709,9503
26710,9553
26738,9633
26659,9712
26717,9819
26691,9713
26632,10092
26753,9408
26785,9948
26789,9846
26650,10143
26736,9741
26685,11175
26692,10269
26735,10272
26639,10530
26737,10900
26717,11042
26729,24736
26696,10297
26721,9978
26636,11139
26726,11131
26807,9660
26656,9952
26724,9445
26694,9645
26796,9526
26720,9476
26753,9532
26806,9551
26739,9564
26804,10026
29159,9483
26692,9542
26725,23240
26644,9583
26730,9895
26830,9970
26763,9650
26716,9758
26726,9762
26776,9843
26646,9598
26771,5643793
26690,10727
26689,11393
26648,11489
26618,11085
26727,12052
26678,11552
26785,12117
26732,36399
26703,11221
26630,11908
26664,11446
26783,9994
26763,9497
26741,9454
26752,9528
26752,9373
26807,9818
26770,9970
26691,9651
26688,9447
26694,9776
26713,17671
26661,16035
26757,9705
26693,10087
29111,9476
26774,9575
26784,9386
26698,9517
26801,9395
26788,9539
26760,9327
26716,9504
26678,9522
26669,9669
26689,9481
26690,9497
26728,9429
26671,9534
26784,9436
26643,9530
26756,9406
26711,10041
26687,9826
26593,9851
26637,9476
26628,9751
26642,9603
26609,9838
26659,9652
26652,10111
26744,9588
26727,9777
26653,9399
26671,12011
26705,9440
26750,9522
26702,9388
26766,9509
26690,9377
26752,9572
26695,9892
29265,12314
26664,11521
26686,11747
26846,11457
26647,13044
26755,11884
26696,12584
26707,12963
26742,12263
26663,12455
26689,9724
26703,9817
26703,10071
26592,9886
26786,9709
26698,9852
26621,9804
26756,9827
26736,9360
26723,9514
26784,9421
26782,9855
26771,9354
26721,9493
26735,9406
26688,9740
26697,9371
26658,9540
26641,9480
26678,9497
26675,9558
26757,9509
26828,9539
26852,9585
26816,9517
26608,10050
26656,9688
29087,9838
26754,9619
26810,10012
26772,9705
26739,18993
26673,9505
26719,9576
26792,9425
26737,9579
26718,9404
26691,9574
26752,9356
26735,9550
26660,9472
26658,9544
26676,9358
26645,9500
26554,9435
26658,9772
26854,9476
26812,9542
26784,9441
26747,9643
26754,9919
26694,11808
26734,12075
26663,12560
26625,12748
26773,11894
26721,11974
26756,11817
26667,11640
26751,12162
26723,11636
26699,9719
26707,9518
26550,9432
26779,9540
28963,9632
26764,9869
26733,9616
26784,9525
26691,9440
26706,9500
26715,9411
26693,9492
26830,9426
26840,9640
26770,9520
26641,9634
26693,9495
26761,9741
26763,9635
26802,10241
26730,9684
26715,10071
26693,9527
26738,9563
26603,9407
26610,9549
26722,9393
26713,9691
26751,17677
26705,13973
26834,9382
26716,9537
26637,9417
26690,9734
26779,9556
26629,9577
26693,9521
26696,9575
26768,9388
26809,9762
26703,9860
29150,9645
26813,9720
26776,9828
26737,9580
26665,9897
26798,9642
26784,10041
26712,9658
26775,9541
26784,9958
26741,12191
26644,12542
26636,12242
26664,11976
26702,13160
26634,11862
26661,11994
26654,11811
26801,13475
26792,12096
26750,10150
26809,9717
26669,9575
26658,9968
26620,9513
26681,16733
26726,9591
26694,9858
26749,9755
26701,11639
26703,9625
26796,10108
26774,9727
26720,12429
26734,9416
26727,9511
26696,9410
29154,9557
26787,10243
26729,9537
26743,9483
26772,9491
26653,9469
26753,9771
26693,9444
26778,9473
26704,9633
26757,9556
26670,9379
26608,9746
26719,9477
26718,10054
26668,9556
26724,9723
26687,9979
26681,10467
26768,9537
26686,9915
26768,9764
26678,10233
26788,9453
26764,20682
26752,10942
26820,9538
26676,9461
26711,9542
26666,9793
26723,9490
26790,9458
26648,9977
26873,9817
26787,12235
26617,12480
26804,12152
29243,12069
26689,12153
26625,13142
26697,12189
26663,13511
26715,12515
26703,12958
26746,9877
26787,9895
26727,9682
26755,10050
26721,9666
26782,9585
26622,9377
26767,9589
26789,9520
26726,9529
26578,9453
26792,9789
26700,9419
26757,9488
26692,10133
26675,9881
26730,9413
26690,9731
26697,9504
26674,9461
26733,9652
26750,9617
26755,9454
26666,9894
26679,9595
26698,9922
26650,9593
26730,10982
26776,9759
26697,9981
29369,9736
26691,9724
26666,10001
26781,9592
26614,9601
26616,9817
26797,9533
26684,9523
26784,9421
26789,9663
26739,9478
26709,18593
26786,9597
26693,9746
26682,9455
26793,9601
26783,9486
26682,10104
26750,9700
26707,9661
26711,9856
26855,12232
26777,12401
26747,12501
26601,25713
26761,12487
26609,12305
26807,9599
26709,9799
26725,9415
26595,10036
26661,10116
26789,9603
26776,9358
26674,9696
26718,9501
26690,10310
26823,9434
29274,9600
26780,9818
26767,9807
26653,9551
26742,10364
26686,9649
26719,9590
26740,9482
26690,10163
26687,9781
26784,9862
26698,9861
26669,10237
26601,9854
26666,10297
26749,9357
26756,10065
26686,9481
26746,10731
26664,9594
26612,10272
26802,9670
26738,9933
26682,9473
26678,9712
26665,9871
26781,10020
26799,9666
26721,9539
26725,9618
26722,9544
26548,9493
26726,9648
26721,9574
26744,10068
26613,9822
26646,9777
29133,9976
26632,10129
26661,9881
26758,10527
26738,9848
26773,9712
26688,9370
26712,9745
26669,9558
26764,10532
26774,9727
26667,9905
26643,9442
26642,9696
26791,9565
26664,9796
26834,9493
26671,9500
26701,9709
26700,10767
26662,10284
26742,9608
26693,9534
26618,9898
26672,10298
26803,23566
26758,9655
26756,9917
26808,9894
26738,10884
26697,9807
26717,9776
26662,9386
26726,24854
26864,9513
26644,9544
26618,9837
29133,10603
26632,9355
26783,9556
26813,9427
26698,9491
26707,9369
26824,9975
26736,9436
26833,9577
26870,9923
26736,9615
26727,9864
26783,9765
26643,9676
26633,9754
26741,9988
26675,9870
26780,9696
26760,11782
26733,9404
26718,9670
26710,9474
26669,9535
26696,9499
26734,9532
26611,9398
26684,9506
26655,9438
26795,9543
26760,9547
26742,9943
26695,9665
26678,9530
26624,9485
26652,9734
26656,9473
26729,9830
29150,9569
26777,9718
26683,9713
26692,10041
26784,9722
26685,10155
26804,9823
26850,9954
26735,9411
26751,9554
26783,9413
26664,9593
26760,9505
26772,9780
26761,9684
26689,9775
26683,9508
26719,9944
26714,9498
26694,9733
26650,9595
26726,9519
26764,9982
26673,9516
26685,10036
26660,10466
26672,9554
26744,22622
26724,9642
26820,9850
26709,9698
26669,10221
26664,9780
26707,10476
26725,9863
26691,9811
26675,9568
26684,9816
29189,9555
26634,9830
26775,9355
26650,9874
26690,9658
26841,9879
26708,9353
26689,10032
26731,9943
26778,9518
26676,9538
26643,9577
26669,9461
26729,9607
26635,9600
26683,11218
26732,10178
26748,10009
26709,9811
26642,11019
26766,18740
26725,10444
26703,9450
26777,10287
26777,38399
26702,26676
26723,9817
26806,9907
26841,9657
26704,9750
26719,9404
26737,9941
26815,9752
26723,9502
26730,9504
26730,10325
26827,9504
29133,9732
26767,9676
26776,9579
26757,9471
26649,9887
26834,10468
26762,9941
26600,9808
26679,10549
26693,9852
26712,1228723
26635,19802
26689,12039
26699,11696
26760,11794
26824,11768
26784,11895
26710,11607
26711,11911
26729,11771
26788,12241
26679,11918
26736,10450
26686,28746
26769,40577
26752,39408
26728,44507
26717,40349
26810,38669
26731,45087
26708,55253
26760,82198
26794,45303
26675,39023
26725,40580
26698,39401
26733,45236
29112,38915
26624,39366
26680,42178
26705,40620
26641,39084
26758,43876
26902,40627
26708,38588
26611,41642
26704,39535
26735,42675
26745,40531
26749,40139
26828,37772
26610,39432
26657,40555
26694,40384
26701,42221
26709,42238
26644,39100
26733,39253
26754,42090
26747,38932
26781,39235
26752,41722
26711,39723
26735,39045
26717,40689
26733,41543
26687,42124
26748,39380
26580,42379
26656,38859
26623,39613
26698,41891
26693,37835
26826,40500
29223,40694
26727,40533
26739,38836
26779,43362
26720,42752
26817,40182
26704,37866
26827,42080
26792,37806
26672,40446
26674,40480
26693,40700
26665,42369
26789,41014
26665,40056
26682,38859
26635,42509
26696,37799
26771,40405
26690,37829
26585,43716
26695,39163
26699,40171
26805,40590
26661,39338
26710,39173
26662,42094
26718,38977
26720,38722
26713,48824
26824,82580
26661,39586
26662,41606
26734,39523
26772,39047
26836,40224
26696,40153
29186,39914
26703,38884
26837,42221
26729,12345
26827,9417
26663,9622
26749,9379
26757,9564
26760,9384
26694,9517
26818,9380
26701,9483
26728,9459
26733,9506
26645,9360
26717,9500
26685,9485
26756,9515
26694,9444
26795,9853
26698,9639
26628,9635
26647,9429
26722,9712
26799,9584
26703,9835
26770,10074
26707,10119
26619,9815
26624,10030
26708,9444
26611,9789
26704,9377
26684,9573
26685,9438
26807,9500
26717,9434
26719,9524
29150,9398
26851,24850
26719,9604
26814,9506
26672,9362
26678,9477
26684,9666
26768,9554
26692,9467
26712,9650
26647,9872
26765,9828
26713,9471
26876,10131
26679,9625
26703,10116
26654,9814
26670,30123
26880,9701
26685,9550
