C++ Loop Execution time (ns),Java Loop Execution time (ns)
330369,29514
641375,51286
1041701,89063
1535197,146670
2132169,237337
2851522,322239
3676780,439933
4557279,553562
5557436,739408
6629926,887289
7857148,1082359
9167224,1209937
10766814,2774955
12031601,1642071
14240917,1947906
15605766,2205994
17493730,2537384
19691679,2937997
376,1037
121351,12014
332855,28979
641491,49512
1042256,91549
1537960,141707
2136474,255194
2848876,326273
3658086,437921
4585878,551127
5673925,742703
6640963,883511
7859543,1020837
9154572,1203710
10658974,1495376
12002954,1611332
13929921,1827241
17807034,2191960
19454481,2543649
20476104,2878099
374,1011
119732,11280
341629,28530
635196,48647
1041365,88145
1540379,144381
2142053,240665
2838400,328049
3648210,436928
4636150,566245
5860465,721495
6625722,871529
7857855,1052321
9155019,1223279
10571716,1555116
12006071,1694971
13849576,1925151
15553942,2279839
17282760,2568887
19552109,3039620
400,1464
118314,11086
301978,30789
575737,51226
918886,88956
1495920,144015
2122588,239921
2845591,328682
3686274,439262
4584190,555477
5588575,733468
6667949,892379
7880014,1045748
9236813,1259122
10940278,1563738
12129113,1694505
13867591,1906274
15665434,2292478
18226006,2523019
19842512,3062734
362,930
117150,11432
335285,28891
637301,50192
1041190,94272
1536765,142088
2128948,238474
2850185,325052
3684054,432308
4576937,564942
5554543,714099
6641568,884645
7830965,1059748
9170036,1223868
10749877,1456330
12167488,1667565
13821596,1851023
15522566,2252522
17475887,2567005
19744886,3002581
369,1020
119039,11586
330565,28706
642209,51148
1040326,105339
1535346,145080
2138892,242427
2849549,326012
3665518,436641
4564549,561455
6131905,718603
7189496,873359
8013731,1046033
9404351,1225862
11174891,1484852
12587264,1626494
13731095,3418418
15557074,2063093
17706601,2559557
21342510,2940326
370,1034
121227,11489
338767,29002
640815,48570
1044559,87930
1530549,142743
2131215,234993
2842360,335049
3658007,432982
4561147,590728
5701324,705513
6689935,885756
7874944,1056854
9166056,1211693
10657556,1491490
12014970,1646552
13971969,1861543
15609977,2196762
17380189,2583076
19597531,2885450
389,1160
120932,11054
339233,30528
636348,49743
1046696,87457
1538909,150306
2133860,238335
2842189,326046
3656162,452058
4636364,555618
5878068,732897
6631650,869752
7913051,1070086
9135258,1227292
10581564,1560090
11988965,1694659
14020575,1965415
15757920,2289787
17304219,2554971
19592013,3098896
404,2562
118327,12090
302097,29789
571372,50025
921116,88492
1489597,160407
2122205,235646
2831398,326054
3674527,453646
4563563,556951
5576376,716284
6680672,869359
7905891,1033062
9236871,1256598
10920823,1532839
12086739,1717052
13792184,1964314
17662739,2271210
18073158,2518856
19735418,3128218
404,1093
119332,11409
337452,28163
637830,49568
1039921,88533
1538219,147947
2135607,242261
2851137,326609
3659153,448858
4569810,559024
5576035,699163
6645741,868748
7855959,1038463
9174284,1230969
10860952,1463597
12043457,1647582
13862636,1911917
15681850,2217791
17518939,2513610
19633141,3037580
395,557
121024,11078
330365,29776
641173,49521
1040809,89040
1536706,146756
2136584,239361
2848398,330463
3657115,434519
4556093,576933
5591595,721126
6652445,872440
7847055,1066706
9179540,1213055
10896191,1502269
12104105,1786486
13943025,1858050
15573781,4104214
17502373,2505049
19714120,3252080
395,2174
122426,19496
333900,30597
637614,51020
1044236,89044
1533561,145644
2133094,251379
2846481,329072
3653037,430778
4568827,547822
5697787,721073
6637629,876556
7838214,1055042
9147349,1213742
10698828,1407569
12024482,1609960
13888974,1856255
15631294,2187634
17293124,2495119
19606387,2868444
312,863
121647,10813
337666,29434
639538,50375
1039701,92410
1543283,141892
2136670,245827
2844246,340669
3647038,431345
4635602,584944
5872519,726690
6628590,888445
7874509,1044760
10608335,1191316
10810409,1485087
12379645,1631653
15387783,1957890
15636291,2281503
17345769,2579489
19661561,2995393
390,1043
120227,11620
316212,29606
569970,51836
947335,91935
1505422,144456
2139767,240382
2837688,354639
3680489,439487
4589524,569578
5570633,734640
6684156,874819
7890282,1025522
9240065,1257058
10949514,1543529
12131692,1693364
13960966,1951065
15737386,2308788
17544648,2540934
19673756,2996785
418,1569
128309,10954
337145,28981
633946,50505
1047497,87965
1531837,151782
2135362,238217
2848547,327885
3667814,438399
4565544,563147
5553666,722283
6645328,884009
7827243,1038109
9154850,1228469
10850567,1514462
12081617,1681447
13814025,1904777
15968679,2270633
17607569,2517187
23641622,2955931
388,2562
123344,15309
339442,27318
641677,49746
1035662,89990
1535652,144141
2137090,237542
2854403,333106
3674684,429916
4557143,561097
5579503,702221
6665741,870713
7845427,1026811
9163175,1243055
10791574,1472147
12054326,1653671
13745142,1838378
15516616,2197792
22470675,2499052
19689362,3817897
406,1054
122044,11120
332425,29700
642789,49273
1047304,87901
1538103,142663
2132128,248003
2847449,322449
3661365,427554
4560422,564889
5690896,735679
6633650,888518
7852028,1076096
9131256,1201853
10835340,1432406
12065118,1619622
13860614,1839618
15551413,2150482
17447995,2622102
19593233,2902148
370,957
124725,11154
336180,29450
632541,57490
1046183,88923
1536549,140489
2126421,253446
2843149,327663
3646843,434905
4622777,565552
5884633,727561
6617869,890163
7909058,1044861
9179608,1213959
10511174,1456389
11982677,1626698
13936847,1807214
15576728,2241335
17261891,3552276
19658152,3666430
403,3128
119533,11232
304942,26434
579457,49188
926984,89952
1487711,142039
2126930,236061
2840100,341309
3673904,480239
4560620,626557
5651713,710923
6678316,932524
7876960,1090563
9211699,1288252
10946254,1524409
12037616,1710322
13969442,1941975
15581252,2390681
18544328,2586730
19923611,3070509
400,1145
126882,11212
335277,29831
640743,53995
1044556,88564
1536523,150288
2145708,254145
2846747,330037
3661674,430044
4575500,564254
5560369,722107
6632809,886053
9497830,1030957
9344568,1222444
10841068,1511099
13117316,1653064
15328562,1955456
15754807,2175756
17637027,2556418
20571634,3402830
414,908
120626,11710
337120,28856
764207,49458
1087576,87454
1620729,142766
2181429,247095
2850119,328157
3665763,437742
4559142,561526
5561099,696489
6637793,864769
7974730,1050101
9173659,1246756
10773634,1538939
12057426,1732136
13862038,1861358
15676047,2160604
17547167,2569002
19978622,3086463
413,962
123878,11175
335571,27781
640084,49663
1045429,89569
1531605,142644
2135282,943498
2845745,317018
3655443,468614
4567561,560798
5600909,746384
6654282,894679
7833971,1054057
9164675,1209290
10660390,1500436
12139723,1655900
13895506,1825174
15769582,2212111
17412448,2703419
19637820,2985331
369,1126
119747,11574
336234,30104
637139,48837
1041984,88443
1541538,140704
2138483,241590
2841227,340220
3646414,429560
4629921,578605
5939287,742230
6632189,888206
7838912,1062127
9115477,1224307
10524700,1438257
11987747,1641680
13895900,1852050
15510729,2214046
17313057,2578068
21537098,3379766
352,1327
122688,11539
302180,29045
616567,53035
926553,88891
1493074,143677
2131233,247451
2839673,351878
3694535,432958
4596617,574800
5581379,703489
6684896,890333
7916269,1083752
9243176,1268718
11027669,1592497
12090984,1731466
13845322,1908644
15672868,2319929
17689749,2649883
19657201,3141910
412,1053
119304,11188
333192,28284
639326,50527
1034708,90711
1534941,143668
2139900,258961
2848458,336576
3668053,436306
4559174,569223
5560790,711475
6642431,900033
7876597,1036021
9159024,1266079
10779625,1592831
12049106,1693430
13844041,1904510
15646997,2262160
17619060,2536687
19758382,3655637
372,2016
121005,11646
332020,28831
640447,49207
1041348,88426
1527573,143652
2131487,237176
2842802,393066
3669964,427759
4558898,611068
5564320,721869
6636175,929440
7838364,1099503
9185877,1425580
10720170,1585429
12016668,1801225
13846967,1987842
15666630,2464959
17444137,2557965
19645802,3187325
339,972
120010,11533
330882,28877
642921,54073
1041062,90707
1537162,145933
2124759,237556
2848944,344784
3655691,436837
4550962,573544
5673716,732624
6618520,1942857
7837946,1077788
9124824,1248638
11782821,1485179
12387701,1643520
14439886,1904598
16957147,2206932
17429919,2455945
19604670,2832387
371,1174
120726,11217
334925,28389
638043,50129
1047536,88904
1536853,145740
2143146,235226
2844354,329550
3711759,430806
4686372,573368
6517987,739407
6982825,866553
7910673,1035603
9159722,1252797
10757104,1457411
12025594,1620460
13898530,1869965
15517272,2151673
17344539,2478638
19496004,2908404
393,1079
124607,10857
302581,28572
567819,49673
938206,92061
1495116,144679
2128939,243502
2828649,329074
3660576,434317
4559415,564620
5567371,728220
6685913,902646
7892772,1051933
9229598,1229139
10924551,1518362
12138740,1716660
13819559,1931872
15728489,2263878
17753310,2498996
19603137,3034639
415,846
123326,11188
333767,30638
638791,50837
1044257,87534
1532705,144209
2132134,239215
2855116,337109
3661658,438022
4557641,578643
5558267,703431
6630767,871399
7854728,1055456
9146844,1239343
10698679,1554084
12054132,1706677
13846665,1920626
15568671,2205602
18478501,2448199
21349540,3041648
372,1572
123380,10962
335710,28777
644069,49617
1049526,87713
1539269,157849
2136387,236734
2859623,338310
3667333,443841
4569845,559839
5558290,710324
6655221,875727
7832445,1033010
9155273,1250877
10879207,1463851
12051584,1658258
13901275,1862277
15597579,2225824
17420123,2490673
19805830,2984955
383,1018
120348,11263
338918,29379
636240,50478
1042334,89112
1531514,146833
2130992,241670
2846345,325273
3656956,436494
4561716,578838
5711441,730435
6671535,867099
7858771,1078115
9184634,2554835
10834795,1467687
12014326,1728207
14037053,1858362
15744084,2222220
17536772,2560428
19555831,2948103
398,730
120661,10895
338553,29596
633246,49701
1041592,87110
1535641,141054
2131480,243827
2835621,324028
3649415,430325
4625750,557719
5867264,754820
6631333,890986
7842808,1039569
9110799,1209791
10504331,1477461
12242663,1617080
13788113,1868281
15510584,2171823
17249796,2587369
19777030,2899316
378,1011
117764,10970
301764,29745
575343,50819
921702,92759
1491913,147764
2125498,238985
2849581,328648
3676161,435380
4572002,555473
5561675,706006
6674907,889531
7909334,1040366
9227202,1227154
12128260,1556387
12509002,1728212
14562190,1981307
16458835,2308871
17676186,2600857
19645016,2992697
383,808
119955,10978
334198,29816
639515,50743
1039483,92678
1532028,148086
2136858,241015
2849766,335390
3673167,442150
4707360,561328
5877811,698360
6674142,876530
7868537,1048093
9152743,1297787
10737685,1562835
12051617,1733594
13739129,1951892
15641398,2314215
17604273,2504899
19841439,3018355
368,639
119031,10985
334308,28274
642198,52630
1037270,87576
1535815,152349
2133211,237583
2850368,332855
3664199,437595
4568416,559748
5568228,709540
6672119,876357
8014480,1028989
9218977,1238609
10831546,1438968
12008902,1678956
13791196,1910356
15700873,2339878
18331587,2607161
20232886,3003863
367,785
123417,11354
341173,29859
637422,50322
1039327,92885
1541686,144197
2135132,241631
2845126,325706
3650123,430947
4575725,559519
5617738,736621
6651174,870687
7837174,1056418
9145138,1228739
10796718,1479772
12043183,3246655
13933075,1783962
15531213,2291636
17515317,2611394
20692559,3059202
397,1092
120136,11171
338086,28982
681356,50090
1129727,89996
1646741,153071
2227459,241468
3043237,328183
3849603,433479
5006418,558129
6136521,745857
6871966,900920
7896229,1089004
9132208,1220686
10507884,1509125
11993224,1643368
13917301,1866303
15562502,2194023
17283810,2566655
19430305,2957203
318,1249
123881,10878
304224,28260
571996,49742
927118,88797
1497407,148642
2130103,240005
2851317,329630
3679976,448496
4595225,568205
5564995,745087
6694056,877397
7912347,1051750
9215399,1252745
10966830,1577452
12164430,1718269
13868924,1961246
15644686,2283882
17818894,2625187
19768673,3099665
357,2154
119264,11283
337510,29817
640434,51149
1041557,90458
1531948,145814
2143968,241316
2861869,336438
3676862,433511
4574984,567247
5557744,705466
6640116,869330
7845195,1039008
9181954,1290737
10649283,1609127
12322173,1741051
13774645,1918752
15975358,2291385
17417579,2573440
19912837,3114709
366,970
120337,10742
329182,29639
643145,51358
1045102,90638
1532954,140588
2131596,244460
2891507,347048
3665994,430644
4559437,576985
5588103,705387
6625057,875725
7834349,1073773
9142959,1255080
10749938,1419553
13028604,1693023
14877021,1869868
16510135,2244107
18988805,2546548
19512924,3033122
371,1022
121252,14988
335759,29120
641692,50612
1044629,89245
1531343,162806
2136119,239863
2850909,330564
3656956,447390
4555832,557741
5603161,719769
6635963,872827
8619955,1081055
9912318,1229047
11237790,1511509
12084387,1668323
13862515,1864194
15530804,3531186
17405768,2774046
19651903,3067012
395,1569
120295,11354
336463,28537
630460,49818
1042205,87159
1566528,153764
2134917,234571
2837820,382559
3647429,436839
4620838,564613
5876818,723673
6625761,870351
7855844,1054037
9130002,1238122
10565617,1425319
12000114,1639952
13804766,1848646
15462080,2186070
17505166,2468319
19368041,2876137
391,832
118900,11493
306758,29098
570060,49231
925799,93601
1495589,154833
2126625,236413
2841226,329076
3667382,433424
4568786,558640
5569888,722582
6667753,867466
7936104,1068335
9224337,1216694
10988896,1484548
12126566,1689480
13920642,1967514
15679759,2307104
17670602,2582300
21156548,4624209
395,3503
119119,10860
340795,24247
691419,50802
1090204,86648
1618103,141644
2212485,235019
2964635,379068
3832719,445711
4683942,603905
5564659,743489
6687084,1031247
8164529,1157490
9292334,1391496
10757810,1879535
12029821,1759653
13789609,2038217
15699326,2374389
19190317,2702265
20695513,3287631
375,2014
119600,11455
333595,28801
638952,50537
1044076,88250
1538875,144835
2125050,244680
2851919,324968
3660937,430821
4581049,559023
5582949,691146
6642934,885792
7869926,1056830
9172467,1240344
10852653,1548059
12060372,1730989
13987378,2035589
15569571,2889851
17664708,2921716
19646438,3265448
378,1596
121233,11203
338353,29336
631711,50400
1042663,88277
1536027,142157
2127546,280882
2853525,346815
3653010,435664
4564367,596321
5624692,732700
6642625,876950
7899735,1104013
9143591,1233406
10724620,1574100
12091990,1658242
13927926,1921613
15466526,2318216
17380875,3797788
19582960,2916142
367,1041
187523,11140
386289,29041
643369,49385
1045515,87264
1543693,145526
2145435,235279
2845111,324116
3660736,431685
4638809,573007
5881163,723588
6631838,871475
7853247,1046600
9165084,1221917
10559497,1414882
12004539,1643867
15261552,1852791
17414334,2164223
18780806,2643762
20935153,2914014
413,790
119474,11282
306956,29403
567761,51722
926446,87885
1503762,143189
2141376,235649
2838492,329477
3666052,438110
4606143,559466
5585987,724130
7100811,898805
8378071,1062697
9637437,1202287
11014679,1472879
12338033,1611616
13916624,1872690
15637589,2278389
17620240,2554063
19824800,3165422
365,4618
118933,13210
332554,28331
645844,51322
1042029,93279
1545551,144703
2137966,237918
2853797,336305
3663996,446048
4564905,555324
5680011,708514
6636170,875221
7857059,1050445
9365066,1315482
10843784,1733356
12160430,1871776
13854855,2284101
15598492,2342054
17613939,3071075
19623093,3092287
392,1472
120807,11852
330603,30529
638501,50761
1131739,89213
1541201,164803
2129767,235348
2842709,337930
3677588,450047
4570686,562382
5562017,701174
6734193,880364
7877333,1034809
9230239,1245113
10827595,1491826
12082101,1670962
13806065,1869940
15663099,2209279
17593371,2551470
19765251,2939350
391,803
121721,10963
337564,29828
635472,49466
1058818,87049
1539774,143172
2130172,240680
3197734,354734
3938041,477928
4783095,638377
5885327,750924
6876215,881840
8070865,1071991
9187598,1237492
10841475,1468673
12070129,1639665
13913181,1891316
15560379,2295056
17421297,2465655
19672227,4611306
388,1738
122625,11601
338088,38017
635042,49271
1047571,86567
1532154,140908
2130351,235497
2845931,322357
3657579,433655
4617988,564869
5877474,767623
6616945,910072
7841002,1093666
9143538,1199977
10521157,1426307
12007170,1628646
13848852,1878579
15701774,2181002
17776331,2451952
19771474,2865356
349,649
123596,9517
303940,24048
570093,49985
924413,90273
1492874,145173
2132093,237672
2836103,330345
3684259,435238
4567431,553858
5566341,738635
6672117,890992
7926667,1053926
9196456,1210210
10896488,1486047
12047001,1615678
13818502,1856814
15631219,2167382
17511697,2526239
19762002,3002512
366,735
119457,10911
339401,30528
635523,51485
1040595,88258
1535501,163354
2132817,240236
2847956,333730
3676684,458519
4577114,561365
5574311,710534
6647562,880478
7855800,1059785
9187191,1266489
10880800,1511074
12032460,1680919
15695117,1900362
16036941,2246306
19047299,2662622
19956660,3254188
413,1744
119776,12021
338220,39834
638799,49410
1039270,100311
1532748,141986
2133091,234292
2852936,330821
3659776,432759
4557784,558466
5561505,695718
6631492,878079
7965747,1023420
10437934,1265497
11713244,1555884
12331565,1712086
13889356,1889400
15571799,2214892
17503332,2461565
19636378,2896377
351,950
121256,11489
340060,28757
640354,49824
1044382,87801
1540482,145704
2137647,236147
2848843,331062
3660270,429665
4577376,559610
5584764,733244
6631201,881049
7854293,1050490
9313085,1236251
10716180,1548794
12150925,1707304
13843904,1840951
15538006,2250352
17300663,2475719
19926753,2828579
382,986
122419,11470
335323,29036
643062,49601
1040860,88228
1572964,157885
2183951,234774
2843365,323502
3648541,457203
4635009,1351679
6011016,717112
6667238,877661
7840342,1053165
9163899,1219260
10550324,1466124
11986428,1639989
13876571,1806033
15509502,2186416
17324431,2458047
19396671,2812651
413,773
119494,11774
306990,28220
571590,49955
922576,89006
1499209,153449
3254988,235528
3140147,323599
3870057,435969
4637946,546245
5583809,734823
6687813,868867
7883221,1020496
9201757,1207151
10902425,1466486
12065270,1608666
13785270,1835812
15662800,2179993
17780954,2515371
19664258,3018959
403,967
120148,11133
332481,29481
642605,50371
1039924,105869
1534372,144641
2135033,241334
2851564,330664
3724776,433037
4564790,555307
5565009,710469
6651848,881331
7845573,1052383
9197937,1244427
10851089,1539854
12060445,1706406
13806589,2005739
15782960,2245710
17509605,2532037
19966406,3014491
370,894
120822,11060
331017,30454
642330,60719
1042342,96566
1539496,157630
2132578,236902
2843605,330690
3665406,448059
4587651,556318
5549166,695318
6641060,876528
7868055,1031160
9119551,1255352
10837900,1522857
12028253,1705138
13836162,1916471
16233476,2293540
17428137,2496241
19642316,2953959
366,954
121598,10804
336346,29281
637552,49000
1040839,87804
1533882,145188
2130552,242466
2855967,329104
3647212,430956
4566818,559981
5623666,714869
6625689,868969
8003192,1024847
9210613,1218064
10583011,1482981
12022294,1705895
13937777,1892358
17024299,2185638
18362066,2492954
21330346,2890902
359,1439
119934,10827
344411,33080
640889,49969
1048685,87042
1537946,145427
2133498,237205
2841580,321679
3663763,434779
4626987,565444
5868361,727051
6631883,868145
7830046,2247334
9161316,1248074
10536633,1458127
12739297,1613116
14559326,1856655
15591782,2138680
17400322,2561663
19716527,2931721
361,1417
118902,11295
306679,28537
575127,49672
920939,88104
1497909,139229
2128189,238567
2876249,327167
3680033,434120
4576761,550589
5588192,732641
6660816,866872
7981123,1055213
9219983,1201351
10921226,1469565
12103969,1684732
13865330,1828597
15627136,2185466
17544461,2494601
19924887,2863546
380,786
117895,10931
351087,29664
640071,49281
1042404,86459
1529354,153607
2137335,240027
2853729,334420
3682076,453693
4569471,569251
5680351,706770
6655294,891933
7860976,1027009
9175915,1238353
10799977,1558359
12039658,1713020
13786259,1966771
15593280,2290312
17493480,2541345
19684217,3067939
350,1187
120647,11213
333510,30254
640518,50381
1040774,88926
1542521,166528
2133059,237343
2851736,326573
3673228,448374
4567873,553545
5894879,701355
7653881,872984
7914210,1029056
9346058,1269112
10841755,1516442
12441945,1685358
14000453,1905406
15742522,2282085
17629148,2522029
19863011,3063137
329,1020
119160,10887
333284,29773
636455,50719
1042644,86466
1528253,143225
2132827,243256
2857944,328145
3657254,432247
4570037,556076
5634059,728807
6631342,887312
7897989,1043504
9137629,1237544
10701911,1517329
12047538,1668367
13848397,1971266
15543904,2287621
17549965,2607523
19570258,2978337
350,903
119477,10916
336343,28690
636547,49829
1042320,88594
1534679,144685
2130448,238234
2841750,330843
3647977,431205
4627521,561625
5873769,717211
6613969,885346
7825945,1065774
9126890,1204375
10521122,2734951
11994968,1609982
13862649,1953428
15561515,2167856
17935552,2528490
19411494,2857643
363,892
118999,11623
304676,27832
578158,50877
938915,93305
1492379,144239
2136517,237497
2834940,345418
3674079,434095
4572180,558289
5586846,735509
6686336,873737
7880509,1059150
9219001,1204672
10982316,1468257
12062799,1618381
13824514,1825664
17540891,2184449
18502184,2479641
21172401,2855356
394,965
119198,11502
337046,29364
646401,49005
1043715,87126
1543397,149209
2147948,239054
2854689,330526
3682007,431124
4571385,562964
5585077,748595
6649510,889941
7938257,1038214
9169932,1222497
11179363,1558957
12965268,1706974
14038415,1946545
16340336,2262979
17775327,2585170
19594651,2968418
385,1082
121489,11180
332836,28628
640862,54463
1042450,88469
1536785,144309
2128995,236623
2838938,329454
3686081,439654
4562890,557077
5580055,771032
6651351,1291227
7873727,1156647
9187728,1402489
10944119,1718591
12014768,1698234
13866150,2045394
15600434,2433581
17500711,2590429
19765311,3074321
358,1307
121050,11566
335043,28750
638624,50383
1040811,88893
1534937,142961
2147578,240943
2849685,327386
3685167,455097
4572316,556788
5677210,709202
6631167,869687
8077388,1033622
9227922,1246248
10757861,1507036
12050268,1677988
13872501,1857060
15592365,2272746
17506861,2554266
19809075,2987266
383,962
121180,11511
334639,29620
639566,48873
1040949,87482
1538090,145598
2133365,240911
2845983,324514
3651765,433413
4630873,559024
5868569,740379
6615906,886577
7829725,1081321
10883096,1199225
11004067,1506861
12097807,1651251
13884961,3125028
15519721,2079338
17346442,2471560
19599304,2918259
374,1052
119980,12460
303436,28646
580662,49319
935974,87831
1501000,143199
2133267,236301
2845880,330342
3670638,429211
4574207,586174
5566202,749816
6656016,872882
7930724,1056382
9190052,1203826
10968373,1454548
12098703,1778004
13781806,1891380
15622274,2227297
17822327,2461169
20468127,2868161
405,825
118438,11344
349819,28198
638027,49643
1040372,87972
1555958,146024
2143258,260214
2865199,325582
3673444,428756
4563908,558706
5585723,752447
6636291,886267
7830693,1057302
9219807,1217179
10671987,1475184
12042828,1689870
13762219,1973549
15550392,2317362
18058209,2568529
19696743,3015262
379,807
120250,11789
336633,30126
637290,50115
1037294,89220
1541130,146648
2130145,247655
2848282,329436
3660585,439694
4555670,560393
5582940,718840
6630765,889622
7873427,1029111
9164006,1261050
10816659,1547910
12033997,1780109
13842746,1968414
15590461,2271393
19356360,2549884
20486117,2985873
399,1053
120538,11392
338601,29910
640472,49413
1046562,90972
1548999,143243
2225541,262087
3030511,325482
3791677,434312
4621425,557964
5590149,702340
6632569,864011
7854478,1040357
9187066,1232957
10668904,1504989
12042444,1643381
15508011,1924840
15688979,2209159
17497894,2525926
19697376,3055271
409,927
121909,10869
338672,29187
633928,50760
1077749,87784
1543634,145074
2130824,238354
2842440,340211
3659181,444034
4626251,573659
5873724,727153
6650233,874625
7871661,1054372
9150740,1226115
10545603,1484128
12038775,1666833
13861488,1841236
15869653,4107732
17273875,2527353
19323976,2935335
372,1437
118950,11680
302179,28803
578831,50031
946019,90548
1496573,144667
2141937,236101
2994652,337217
3682960,432136
4774115,568950
5596438,721215
6688155,864973
8118878,1046679
9235667,1224382
10950038,1370936
12088112,1638145
14080122,1863778
15586633,2171689
17580877,2440889
19644706,2877216
343,1009
120089,11302
338632,30038
638698,56308
1042337,93673
1533471,144845
2138964,240189
2845676,324789
3663493,432924
4562185,560754
5570122,731220
6638794,875120
8522147,1043875
10053535,1215461
10870213,1472895
12239755,1627115
13829463,1937103
15653015,2252970
17513746,2575868
19590993,3000124
347,983
120957,11248
329948,29550
643389,51217
1039726,89186
1536398,142457
2132292,253641
2844091,336960
3707531,434415
4564574,563933
5560695,714259
6655403,886569
7854630,1029287
9178165,1248076
10856219,1540099
12060223,1699593
13764623,1983928
15600837,2289748
17581068,2566487
19903056,2996149
368,1795
121490,11241
336256,28855
638740,50024
1044395,90302
1539127,146133
2132167,237285
2847554,326507
3665889,447411
4568348,560608
5669724,721147
6638506,882693
7845928,1046306
9162622,1221839
10599032,1478096
12029878,1670323
13866916,1885979
15486280,2219379
17525000,2492894
20405891,2947129
360,757
120957,11065
338231,30187
639701,50818
1040234,87739
1538719,158256
2137526,240447
2845810,326253
3652801,450846
4624187,555037
5860179,699491
6622089,860656
7824390,1025672
9126573,1212022
10643726,1434967
12219360,1653523
14010364,1851829
15646096,2167167
17420637,2513202
21608509,4592402
347,2724
121308,11347
307010,29224
627072,49364
971433,89438
1612702,145160
2339365,248252
2960075,344157
3736300,423491
4603992,551852
5600448,731955
6687382,882875
7902354,1079535
9187569,1205700
10925889,1419096
12150408,1787072
15386917,1857660
15800106,2185501
17558058,2484977
19743593,2934110
386,994
120166,14578
338867,28891
636479,49773
1040896,94883
1535211,226197
2131088,259993
2845637,329578
3669242,440696
4568584,561677
5551843,747886
6640092,874881
7825825,1049739
9205994,1284850
10828370,1512104
12028365,1637031
13803797,1859951
15690489,2244374
17475117,2570613
19671214,3050111
361,969
120560,11191
331403,28346
640831,50946
1036018,90262
1534789,152221
2127314,240278
2852014,335356
3667534,439099
4564207,560623
5554312,719557
6658519,876035
7869772,1032330
9152361,1265280
11007153,1554084
12033520,1704061
13769967,1948135
15648652,2325881
17516201,2609100
19642946,3121980
361,1085
124011,11281
334104,29372
636935,49915
1043349,90378
1532364,168264
2138038,237397
2851185,326549
3652510,457744
4583307,561886
5664559,704928
6625722,883020
7821640,1053088
9185222,1272173
11110054,1586349
13030024,1643695
14486026,1983668
16217092,2208513
17698305,2517271
19459560,3088705
372,1347
120910,11007
331112,28735
639695,50656
1042345,88685
1535023,148822
2133035,236699
2848485,333460
3650820,436874
4627283,556439
5859076,708209
6622672,870712
7845919,1037251
9150470,1240078
10530568,1546948
12022418,1651897
13806702,1855523
15527358,2167726
17634450,2645232
19481066,2918622
470,1076
122475,11342
302152,28369
577777,50440
923562,88030
1493522,143403
2132804,880646
2833181,323234
3672990,475327
4583128,558201
5581290,724732
6672636,883382
7890589,1070218
9184628,1273788
10956829,1492787
12099315,1654790
13783484,1819953
15637197,2195287
17638267,2735648
20332277,2922590
397,1783
123314,11621
333359,29681
640991,48804
1041321,90503
1535149,139942
2134222,249545
2844065,322487
3665821,426567
4562195,555162
5576183,741902
6651513,891409
7842132,1035997
9161518,1324567
10762521,1489693
12066718,1658192
13835749,1853365
15622818,2170901
17405527,2741105
22156314,3507536
365,1518
120670,11548
375687,28964
685109,50680
1097992,94588
1570187,144509
2134066,239249
2852406,332058
3657994,436099
4560641,591280
6233986,697341
7137656,898448
8778633,1060414
9394541,1263158
10758131,1515926
12033133,1696586
13891240,1922657
17555711,2302465
17665628,2606993
20461930,3069569
357,920
120817,11410
338185,29226
635310,51086
1044568,94807
1539778,145461
2128056,238949
2845718,330630
3656171,447119
4566451,555543
5604549,709413
6623010,892531
7834709,1063083
9111967,1259275
10646233,1643315
12045024,1691365
13825816,1911198
16099390,2261796
17401375,2515386
19613503,2932364
360,903
120503,10892
333098,28720
636687,50843
1047578,88734
1538600,147281
2133353,241231
2845433,356692
3648468,431532
4627813,579553
5874828,711821
6641827,875996
7837746,1052676
9233359,1238242
10517308,1563964
12036278,1700405
13864567,1929926
15640148,2232362
17408806,2701656
19485834,3123075
384,882
123727,10967
302873,29500
588934,50030
918671,89237
1492707,153346
2133302,237370
2839137,327465
3670689,437260
4572221,557565
5584511,753619
6662283,1627946
7892396,1110757
9224205,1195272
11880792,1490424
12524486,1649356
13826170,1895996
15781189,2195718
17518728,2696410
19876903,2900213
390,1057
119636,11404
334058,29405
638994,49866
1040359,94242
1536102,140659
2133947,239000
2843404,327134
3672700,435715
4573444,553813
5558105,742070
6634248,879297
7815388,1020384
9134680,1219628
10751972,1481266
12066945,1625315
13840147,1913043
15520477,2210986
17533782,2534024
19584756,2930174
354,911
120285,11189
333983,28777
635236,49967
1036287,88813
1538789,146921
2130598,249622
2848446,355961
3664037,433000
4701085,583066
5767407,725646
6785015,905178
7885405,1053186
9216514,1228799
10828743,1507403
12012858,1723568
13767648,1972741
15574014,2259862
17470999,2551653
19819797,3105001
337,1368
124604,9787
336405,23981
636529,48817
1049520,89983
1600735,143798
2132999,244127
2847986,350992
3662074,436702
4582114,563243
5663739,704396
6635726,869549
7874562,1044790
9128848,1237979
10578756,1559316
12000906,2070127
13965074,2548120
15571727,2306986
17333701,2602666
19741712,3244424
361,1385
121252,11405
333403,29490
636337,48768
1039630,87455
1846117,157980
2519919,283180
3020587,333738
3896984,464132
4685676,573771
5866558,740858
6664491,921117
7824074,1107218
10430421,1281538
10652028,1561412
11978857,1717850
13824845,1947207
15563052,2580460
18828149,2517001
20101080,2976425
401,980
117477,11316
300306,31979
571722,49367
